,ID_product,Article,Brand,Product_group,Mark,Manager_Marketing,Manager_Supply,ABC_XYZ,Brand_id,Manager_id,Product_group_id,Mark_id
1012,20014,EH-04664,Hummerhead,Empties,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,6,1
1013,142513,BH-23111,Hummerhead,Batteries,regular,Pharaoh the Banker,Dr. Sam Douglas,CZ,3,3.0,0,2
1014,141823,WH-1353,Hummerhead,Witch Jelly,obsolete,Pharaoh the Banker,,CZ,3,3.0,11,1
1015,176635,BH-650338,Hummerhead,Batteries,regular,Pharaoh the Banker,Captain Quarterblad,CX,3,3.0,0,2
1016,171740,IH-1064,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,7,1
1017,33519,RH-5975,Hummerhead,Rattling Napkins,obsolete,Pharaoh the Banker,Dr. Valentine Pilman,CZ,3,3.0,10,1
1018,147329,EH-7965,Hummerhead,Empties,regular,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,6,2
1019,60913,RK-9361,KAR,Rattling Napkins,regular,Norman Four-Eyes,Dr. Kirill Panov,BX,4,1.0,10,2
1020,174646,EH-46324,Hummerhead,Empties,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,6,1
1021,105074,LH-546168,Hummerhead,Lobster Eyes,regular,Pharaoh the Banker,Dr. Sam Douglas,BX,3,3.0,8,2
1022,91410,WG-404281,Grunt,Witch Jelly,obsolete,Lucky Carter,Captain Quarterblad,CZ,2,0.0,11,1
1023,59750,EH-7036,Hummerhead,Empties,regular,Pharaoh the Banker,Dr. Kirill Panov,BY,3,3.0,6,2
1024,43953,EH-9383,Hummerhead,Empties,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CY,3,3.0,6,1
1025,4196,LH-96332,Hummerhead,Lobster Eyes,regular,Pharaoh the Banker,Dr. Sam Douglas,AY,3,3.0,8,2
1026,11506,BG-5664,Grunt,Batteries,regular,Lucky Carter,Captain Quarterblad,CY,2,0.0,0,2
1027,7950,WH-507831,Hummerhead,Witch Jelly,regular,Pharaoh the Banker,,AY,3,3.0,11,2
1028,141382,BG-1220,Grunt,Batteries,obsolete,Lucky Carter,Captain Quarterblad,CZ,2,0.0,0,1
1029,143181,EH-31084,Hummerhead,Empties,regular,Pharaoh the Banker,Dr. Kirill Panov,BX,3,3.0,6,2
1030,194395,BG-452622,Grunt,Batteries,obsolete,Lucky Carter,Captain Quarterblad,CZ,2,0.0,0,1
1031,101696,RH-16228,Hummerhead,Rattling Napkins,obsolete,Pharaoh the Banker,Dr. Valentine Pilman,CZ,3,3.0,10,1
1032,110760,WG-0048,Grunt,Witch Jelly,obsolete,Lucky Carter,Captain Quarterblad,CX,2,0.0,11,1
1033,190677,RH-0733,Hummerhead,Rattling Napkins,obsolete,Pharaoh the Banker,Dr. Valentine Pilman,CZ,3,3.0,10,1
1034,62923,IW-933664,Warhog,Itchers,regular,Pete the Scab,Captain Herzog,BX,9,2.0,7,2
1035,133177,IG-3763,Grunt,Itchers,regular,Lucky Carter,Captain Quarterblad,CX,2,0.0,7,2
1036,193788,IW-3805,Warhog,Itchers,special,Pete the Scab,Captain Herzog,CZ,9,2.0,7,3
1037,7698,IW-986715,Warhog,Itchers,special,Pete the Scab,Captain Herzog,CY,9,2.0,7,3
1038,38990,DR-907311,Ruberoid,Death Lamps,obsolete,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,5,1
1039,196913,IT-6330,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,2
1040,121605,IT-152704,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CY,8,2.0,7,2
1041,167785,IW-753837,Warhog,Itchers,obsolete,Pete the Scab,Captain Herzog,CZ,9,2.0,7,1
1042,97112,DH-120260,Hummerhead,Death Lamps,regular,Pharaoh the Banker,Dr. Sam Douglas,BZ,3,3.0,5,2
1043,50937,WH-973244,Hummerhead,Witch Jelly,obsolete,Pharaoh the Banker,Captain Quarterblad,CZ,3,3.0,11,1
1044,14665,WH-6510,Hummerhead,Witch Jelly,obsolete,Pharaoh the Banker,Captain Quarterblad,CZ,3,3.0,11,1
1045,141564,EH-146485,Hummerhead,Empties,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,6,1
1046,79907,DH-9702,Hummerhead,Death Lamps,regular,Pharaoh the Banker,Dr. Sam Douglas,CX,3,3.0,5,2
1047,99423,IH-4322,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,7,1
1048,158953,WG-83215,Grunt,Witch Jelly,obsolete,Lucky Carter,,CZ,2,0.0,11,1
1049,19434,IH-44081,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,7,1
1050,23363,RH-33818,Hummerhead,Rattling Napkins,obsolete,Pharaoh the Banker,Dr. Valentine Pilman,CY,3,3.0,10,1
1051,34317,IH-37726,Hummerhead,Itchers,regular,Pharaoh the Banker,Dr. Kirill Panov,AX,3,3.0,7,2
1052,28311,DB-3147,Bandit,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,BX,0,2.0,5,2
1053,69831,DB-818322,Bandit,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,BX,0,2.0,5,2
1054,35055,RH-054187,Hummerhead,Rattling Napkins,obsolete,Pharaoh the Banker,Dr. Valentine Pilman,CZ,3,3.0,10,1
1055,62451,IW-41161,Warhog,Itchers,special,Pete the Scab,Captain Herzog,CZ,9,2.0,7,3
1056,191300,IW-1058,Warhog,Itchers,regular,Pete the Scab,Captain Herzog,BX,9,2.0,7,2
1057,124712,DM-4262,Mondobondo,Death Lamps,special,Pete the Scab,Dr. Kirill Panov,CZ,5,2.0,5,3
1058,153080,DH-307576,Hummerhead,Death Lamps,regular,Pharaoh the Banker,Dr. Sam Douglas,CZ,3,3.0,5,2
1059,42235,WH-256506,Hummerhead,Witch Jelly,obsolete,Pharaoh the Banker,Captain Quarterblad,CX,3,3.0,11,1
1060,91421,BG-416423,Grunt,Batteries,regular,Lucky Carter,Captain Quarterblad,CY,2,0.0,0,2
1061,120174,BH-04081,Hummerhead,Batteries,obsolete,Pharaoh the Banker,Dr. Sam Douglas,CZ,3,3.0,0,1
1062,111728,BG-18528,Grunt,Batteries,regular,Lucky Carter,Captain Quarterblad,BY,2,0.0,0,2
1063,2241,WH-413856,Hummerhead,Witch Jelly,obsolete,Pharaoh the Banker,,CZ,3,3.0,11,1
1064,176017,BH-6730,Hummerhead,Batteries,obsolete,Pharaoh the Banker,Dr. Sam Douglas,CZ,3,3.0,0,1
1065,79354,BH-3456,Hummerhead,Batteries,regular,Pharaoh the Banker,Dr. Sam Douglas,CX,3,3.0,0,2
1066,169203,EG-93647,Grunt,Empties,obsolete,Lucky Carter,Captain Herzog,CZ,2,0.0,6,1
1067,19744,BH-7442,Hummerhead,Black Sprays,regular,Pharaoh the Banker,,AX,3,3.0,2,2
1068,102108,BH-28347,Hummerhead,Batteries,regular,Pharaoh the Banker,Dr. Sam Douglas,CY,3,3.0,0,2
1069,69268,LH-2863,Hummerhead,Lobster Eyes,regular,Pharaoh the Banker,Dr. Sam Douglas,AY,3,3.0,8,2
1070,119562,LH-92521,Hummerhead,Lobster Eyes,obsolete,Pharaoh the Banker,Dr. Sam Douglas,CZ,3,3.0,8,1
1071,55746,IH-7677,Hummerhead,Itchers,regular,Pharaoh the Banker,,AX,3,3.0,7,2
1072,144204,DT-446806,Turboshark,Death Lamps,regular,Pete the Scab,Dr. Valentine Pilman,AX,8,2.0,5,2
1073,19057,IT-07670,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,2
1074,156308,RK-6885,KAR,Rattling Napkins,regular,Norman Four-Eyes,Dr. Kirill Panov,BX,4,1.0,10,2
1075,7304,IW-0401,Warhog,Itchers,obsolete,Pete the Scab,Captain Herzog,CZ,9,2.0,7,1
1076,108922,IH-82702,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CY,3,3.0,7,1
1077,34365,RH-3545,Hummerhead,Rattling Napkins,obsolete,Pharaoh the Banker,Dr. Valentine Pilman,CZ,3,3.0,10,1
1078,19989,BW-996545,Warhog,Batteries,special,Pete the Scab,Captain Herzog,CZ,9,2.0,0,3
1079,121285,WG-15531,Grunt,Witch Jelly,regular,Lucky Carter,Captain Quarterblad,AY,2,0.0,11,2
1080,66890,BG-8088,Grunt,Batteries,obsolete,Lucky Carter,Captain Quarterblad,CZ,2,0.0,0,1
1081,32079,BB-097828,Bandit,Black Sprays,special,Pete the Scab,Dr. Valentine Pilman,CZ,0,2.0,2,3
1082,42044,EG-0476,Grunt,Empties,obsolete,Lucky Carter,Captain Herzog,CZ,2,0.0,6,1
1083,4462,IW-62865,Warhog,Itchers,obsolete,Pete the Scab,Captain Herzog,CZ,9,2.0,7,1
1084,40002,IW-02038,Warhog,Itchers,special,Pete the Scab,Captain Herzog,CZ,9,2.0,7,3
1085,192071,BH-2168,Hummerhead,Batteries,obsolete,Pharaoh the Banker,,CZ,3,3.0,0,1
1086,154078,IH-4880,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,7,1
1087,3655,DM-55523,Mondobondo,Death Lamps,special,Pete the Scab,Dr. Kirill Panov,CZ,5,2.0,5,3
1088,35347,RF-3727,Fossa,Rattling Napkins,regular,Norman Four-Eyes,Dr. Kirill Panov,CZ,1,1.0,10,2
1089,22434,BH-44222,Hummerhead,Batteries,obsolete,Pharaoh the Banker,,CY,3,3.0,0,1
1090,181525,BR-1572,Ruberoid,Batteries,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,0,3
1091,11035,EH-0514,Hummerhead,Empties,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,6,1
1092,189491,EH-9142,Hummerhead,Empties,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CY,3,3.0,6,1
1093,124117,RK-47740,KAR,Rattling Napkins,regular,Norman Four-Eyes,Dr. Kirill Panov,BX,4,1.0,10,2
1094,141489,IK-194360,KAR,Itchers,regular,Norman Four-Eyes,Dr. Kirill Panov,BX,4,1.0,7,2
1095,69148,IT-18106,Turboshark,Itchers,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,3
1096,1395,IH-953607,Hummerhead,Itchers,regular,Pharaoh the Banker,Dr. Kirill Panov,BZ,3,3.0,7,2
1097,170450,IW-006205,Warhog,Itchers,regular,Pete the Scab,Captain Herzog,CY,9,2.0,7,2
1098,150239,WG-090204,Grunt,Witch Jelly,regular,Lucky Carter,Captain Quarterblad,AX,2,0.0,11,2
1099,96699,DT-6980,Turboshark,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,5,3
1100,49888,DG-88563,Grunt,Death Lamps,regular,Lucky Carter,,CY,2,0.0,5,2
1101,37514,EG-542076,Grunt,Empties,special,Lucky Carter,Captain Herzog,CZ,2,0.0,6,3
1102,56120,BH-10182,Hummerhead,Batteries,regular,Pharaoh the Banker,Dr. Sam Douglas,CY,3,3.0,0,2
1103,132575,WH-250465,Hummerhead,Witch Jelly,regular,Pharaoh the Banker,Captain Quarterblad,AX,3,3.0,11,2
1104,105510,RH-50341,Hummerhead,Rattling Napkins,obsolete,Pharaoh the Banker,Dr. Valentine Pilman,CZ,3,3.0,10,1
1105,169884,IH-94352,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,BX,3,3.0,7,1
1106,49795,IH-756183,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CY,3,3.0,7,1
1107,102297,IH-27650,Hummerhead,Itchers,regular,Pharaoh the Banker,Dr. Kirill Panov,BX,3,3.0,7,2
1108,181387,WH-1727,Hummerhead,Witch Jelly,regular,Pharaoh the Banker,Captain Quarterblad,BY,3,3.0,11,2
1109,171697,BH-170405,Hummerhead,Batteries,regular,Pharaoh the Banker,Dr. Sam Douglas,CZ,3,3.0,0,2
1110,78615,IH-65457,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,7,1
1111,123628,DH-38456,Hummerhead,Death Lamps,obsolete,Pharaoh the Banker,Dr. Sam Douglas,CZ,3,3.0,5,1
1112,7779,WH-7984,Hummerhead,Witch Jelly,obsolete,Pharaoh the Banker,Captain Quarterblad,CZ,3,3.0,11,1
1113,81105,WH-1527,Hummerhead,Witch Jelly,obsolete,Pharaoh the Banker,,CZ,3,3.0,11,1
1114,36596,BG-5681,Grunt,Batteries,obsolete,Lucky Carter,Captain Quarterblad,CZ,2,0.0,0,1
1115,137697,DW-77887,Warhog,Death Lamps,obsolete,Pete the Scab,Captain Herzog,CZ,9,2.0,5,1
1116,51507,BK-578738,KAR,Batteries,obsolete,Norman Four-Eyes,Dr. Kirill Panov,CZ,4,1.0,0,1
1117,13753,DR-737843,Ruberoid,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,5,3
1118,199279,IH-9961,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,7,1
1119,190375,EB-050085,Bandit,Empties,regular,Pete the Scab,Dr. Valentine Pilman,CZ,0,2.0,6,2
1120,9532,LH-3211,Hummerhead,Lobster Eyes,obsolete,Pharaoh the Banker,Dr. Sam Douglas,CZ,3,3.0,8,1
1121,65056,IH-06758,Hummerhead,Itchers,regular,Pharaoh the Banker,,BZ,3,3.0,7,2
1122,94877,BH-8715,Hummerhead,Batteries,regular,Pharaoh the Banker,Dr. Sam Douglas,CZ,3,3.0,0,2
1123,191917,WG-1776,Grunt,Witch Jelly,regular,Lucky Carter,Captain Quarterblad,AY,2,0.0,11,2
1124,28989,WH-99167,Hummerhead,Witch Jelly,regular,Pharaoh the Banker,Captain Quarterblad,BZ,3,3.0,11,2
1125,159456,IH-96676,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,BX,3,3.0,7,1
1126,178431,IW-81535,Warhog,Itchers,regular,Pete the Scab,Captain Herzog,BX,9,2.0,7,2
1127,129915,IH-950653,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CY,3,3.0,7,1
1128,97298,RH-285872,Hummerhead,Rattling Napkins,obsolete,Pharaoh the Banker,Dr. Valentine Pilman,CZ,3,3.0,10,1
1129,10191,IW-1171,Warhog,Itchers,special,Pete the Scab,Captain Herzog,CZ,9,2.0,7,3
1130,71130,BK-1015,KAR,Batteries,obsolete,Norman Four-Eyes,Mr. Lemchen,CZ,4,1.0,0,1
1131,43147,IW-178834,Warhog,Itchers,regular,Pete the Scab,Captain Herzog,CX,9,2.0,7,2
1132,134911,IT-410258,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,2
1133,163824,BG-348068,Grunt,Batteries,regular,Lucky Carter,Captain Quarterblad,CY,2,0.0,0,2
1134,57570,WH-50105,Hummerhead,Witch Jelly,obsolete,Pharaoh the Banker,Mr. Lemchen,CZ,3,3.0,11,1
1135,115581,IH-5172,Hummerhead,Itchers,regular,Pharaoh the Banker,Dr. Kirill Panov,AX,3,3.0,7,2
1136,95262,DH-22243,Hummerhead,Death Lamps,regular,Pharaoh the Banker,Dr. Sam Douglas,CX,3,3.0,5,2
1137,173192,WH-32010,Hummerhead,Witch Jelly,regular,Pharaoh the Banker,Captain Quarterblad,BX,3,3.0,11,2
1138,140038,WH-085078,Hummerhead,Witch Jelly,obsolete,Pharaoh the Banker,Captain Quarterblad,CZ,3,3.0,11,1
1139,150101,BH-0134,Hummerhead,Batteries,regular,Pharaoh the Banker,Captain Quarterblad,CZ,3,3.0,0,2
1140,29738,WK-7860,KAR,Witch Jelly,regular,Norman Four-Eyes,Captain Quarterblad,CZ,4,1.0,11,2
1141,49439,BG-4908,Grunt,Batteries,regular,Lucky Carter,Captain Quarterblad,BX,2,0.0,0,2
1142,11207,EG-2751,Grunt,Empties,special,Lucky Carter,Captain Herzog,BX,2,0.0,6,3
1143,57279,BG-29635,Grunt,Batteries,obsolete,Lucky Carter,Captain Quarterblad,CZ,2,0.0,0,1
1144,9152,WG-526462,Grunt,Witch Jelly,regular,Lucky Carter,Captain Quarterblad,BY,2,0.0,11,2
1145,126884,EH-64010,Hummerhead,Empties,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CX,3,3.0,6,1
1146,197113,IH-731148,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,7,1
1147,75240,BG-206176,Grunt,Black Sprays,obsolete,Lucky Carter,,CZ,2,0.0,2,1
1148,14580,WG-508265,Grunt,Witch Jelly,obsolete,Lucky Carter,Captain Quarterblad,CZ,2,0.0,11,1
1149,102266,EG-2604,Grunt,Empties,special,Lucky Carter,,CZ,2,0.0,6,3
1150,165373,WH-5367,Hummerhead,Witch Jelly,obsolete,Pharaoh the Banker,Captain Quarterblad,CX,3,3.0,11,1
1151,82767,BW-770223,Warhog,Black Sprays,obsolete,Pete the Scab,Captain Herzog,CZ,9,2.0,2,1
1152,96402,BR-423655,Ruberoid,Batteries,regular,Pete the Scab,Dr. Valentine Pilman,CY,6,2.0,0,2
1153,48739,EH-792434,Hummerhead,Empties,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,6,1
1154,28428,DH-4837,Hummerhead,Death Lamps,obsolete,Pharaoh the Banker,Dr. Sam Douglas,CX,3,3.0,5,1
1155,10340,EK-30687,KAR,Empties,regular,Norman Four-Eyes,Dr. Kirill Panov,CX,4,1.0,6,2
1156,16277,WH-272562,Hummerhead,Witch Jelly,obsolete,Pharaoh the Banker,Captain Quarterblad,CZ,3,3.0,11,1
1157,27017,RK-07718,KAR,Rattling Napkins,regular,Norman Four-Eyes,Dr. Kirill Panov,BX,4,1.0,10,2
1158,6388,IW-8805,Warhog,Itchers,obsolete,Pete the Scab,Captain Herzog,CX,9,2.0,7,1
1159,171018,WH-184618,Hummerhead,Witch Jelly,obsolete,Pharaoh the Banker,Captain Quarterblad,CX,3,3.0,11,1
1160,89871,EH-8120,Hummerhead,Empties,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,6,1
1161,81865,LH-856232,Hummerhead,Lobster Eyes,obsolete,Pharaoh the Banker,Dr. Sam Douglas,CY,3,3.0,8,1
1162,26965,BG-951287,Grunt,Batteries,obsolete,Lucky Carter,Captain Quarterblad,CZ,2,0.0,0,1
1163,123188,IH-38040,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CX,3,3.0,7,1
1164,19538,WG-58626,Grunt,Witch Jelly,regular,Lucky Carter,Captain Quarterblad,AZ,2,0.0,11,2
1165,121669,WH-195013,Hummerhead,Witch Jelly,obsolete,Pharaoh the Banker,,CZ,3,3.0,11,1
1166,50528,EH-5850,Hummerhead,Empties,regular,Pharaoh the Banker,Dr. Kirill Panov,BX,3,3.0,6,2
1167,193662,IW-322744,Warhog,Itchers,regular,Pete the Scab,Captain Herzog,BX,9,2.0,7,2
1168,108033,DH-8343,Hummerhead,Death Lamps,obsolete,Pharaoh the Banker,Mr. Lemchen,CZ,3,3.0,5,1
1169,21300,BG-3034,Grunt,Batteries,regular,Lucky Carter,Captain Quarterblad,BZ,2,0.0,0,2
1170,109431,WH-918624,Hummerhead,Witch Jelly,regular,Pharaoh the Banker,Captain Quarterblad,BX,3,3.0,11,2
1171,63547,RK-57708,KAR,Rattling Napkins,regular,Norman Four-Eyes,Dr. Kirill Panov,AX,4,1.0,10,2
1172,199596,IH-962808,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CX,3,3.0,7,1
1173,169496,BH-96186,Hummerhead,Batteries,regular,Pharaoh the Banker,Captain Quarterblad,CY,3,3.0,0,2
1174,8841,IH-41670,Hummerhead,Itchers,regular,Pharaoh the Banker,Dr. Kirill Panov,BX,3,3.0,7,2
1175,1042,IH-428608,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,BZ,3,3.0,7,1
1176,49703,EH-738534,Hummerhead,Empties,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CX,3,3.0,6,1
1177,88276,RH-26360,Hummerhead,Rattling Napkins,obsolete,Pharaoh the Banker,Dr. Valentine Pilman,CZ,3,3.0,10,1
1178,153995,BH-3526,Hummerhead,Batteries,obsolete,Pharaoh the Banker,Dr. Sam Douglas,CY,3,3.0,0,1
1179,159926,BH-967222,Hummerhead,Batteries,obsolete,Pharaoh the Banker,Dr. Sam Douglas,CZ,3,3.0,0,1
1180,87407,BG-4771,Grunt,Batteries,obsolete,Lucky Carter,Captain Quarterblad,CZ,2,0.0,0,1
1181,50558,EG-58824,Grunt,Empties,obsolete,Lucky Carter,Captain Herzog,CZ,2,0.0,6,1
1182,120660,BH-000756,Hummerhead,Batteries,regular,Pharaoh the Banker,Captain Quarterblad,CX,3,3.0,0,2
1183,187183,RK-7354,KAR,Rattling Napkins,regular,Norman Four-Eyes,Dr. Kirill Panov,BY,4,1.0,10,2
1184,48963,DH-93160,Hummerhead,Death Lamps,regular,Pharaoh the Banker,Captain Quarterblad,AX,3,3.0,5,2
1185,4012,DH-1225,Hummerhead,Death Lamps,regular,Pharaoh the Banker,Dr. Sam Douglas,CZ,3,3.0,5,2
1186,102970,DH-20212,Hummerhead,Death Lamps,regular,Pharaoh the Banker,Dr. Sam Douglas,CZ,3,3.0,5,2
1187,161097,BG-1755,Grunt,Batteries,regular,Lucky Carter,Captain Quarterblad,CZ,2,0.0,0,2
1188,148934,EK-8444,KAR,Empties,obsolete,Norman Four-Eyes,Captain Quarterblad,CZ,4,1.0,6,1
1189,54014,BF-04144,Fossa,Batteries,regular,Norman Four-Eyes,,CZ,1,1.0,0,2
1190,131461,WG-110441,Grunt,Witch Jelly,regular,Lucky Carter,Captain Quarterblad,BY,2,0.0,11,2
1191,22294,EH-248178,Hummerhead,Empties,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,6,1
1192,91719,BH-796622,Hummerhead,Batteries,regular,Pharaoh the Banker,Captain Quarterblad,AX,3,3.0,0,2
1193,185571,EH-515521,Hummerhead,Empties,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,6,1
1194,10341,IW-31408,Warhog,Itchers,regular,Pete the Scab,Captain Herzog,CZ,9,2.0,7,2
1195,182297,BH-276824,Hummerhead,Batteries,regular,Pharaoh the Banker,Captain Quarterblad,AX,3,3.0,0,2
1196,49022,EH-0214,Hummerhead,Empties,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,6,1
1197,79325,IH-3502,Hummerhead,Itchers,regular,Pharaoh the Banker,Dr. Kirill Panov,BY,3,3.0,7,2
1198,49697,IH-6727,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CX,3,3.0,7,1
1199,17102,IH-12113,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,BX,3,3.0,7,1
1200,58567,IH-573830,Hummerhead,Itchers,special,Pharaoh the Banker,Mr. Lemchen,CZ,3,3.0,7,3
1201,151778,WG-1817,Grunt,Witch Jelly,regular,Lucky Carter,Captain Quarterblad,BZ,2,0.0,11,2
1202,94002,IW-021526,Warhog,Itchers,regular,Pete the Scab,Captain Herzog,CX,9,2.0,7,2
1203,127966,IT-768386,Turboshark,Itchers,special,Pete the Scab,,CZ,8,2.0,7,3
1204,174799,IH-491362,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,7,1
1205,142410,WH-207037,Hummerhead,Witch Jelly,regular,Pharaoh the Banker,Captain Quarterblad,AX,3,3.0,11,2
1206,179955,BH-9515,Hummerhead,Batteries,obsolete,Pharaoh the Banker,Dr. Sam Douglas,CZ,3,3.0,0,1
1207,183907,BG-3708,Grunt,Batteries,obsolete,Lucky Carter,Captain Quarterblad,CZ,2,0.0,0,1
1208,24683,EH-63572,Hummerhead,Empties,regular,Pharaoh the Banker,Dr. Kirill Panov,AY,3,3.0,6,2
1209,57381,BH-31416,Hummerhead,Black Sprays,obsolete,Pharaoh the Banker,Captain Quarterblad,CZ,3,3.0,2,1
1210,63439,BG-4914,Grunt,Batteries,obsolete,Lucky Carter,Captain Quarterblad,CZ,2,0.0,0,1
1211,122898,BH-280136,Hummerhead,Black Sprays,obsolete,Pharaoh the Banker,,BX,3,3.0,2,1
1212,172683,WH-23356,Hummerhead,Witch Jelly,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,11,1
1213,120198,BH-080281,Hummerhead,Batteries,special,Pharaoh the Banker,Dr. Sam Douglas,CZ,3,3.0,0,3
1214,77941,IT-91623,Turboshark,Itchers,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,3
1215,97599,WH-592345,Hummerhead,Witch Jelly,obsolete,Pharaoh the Banker,Captain Quarterblad,CZ,3,3.0,11,1
1216,30711,IH-71335,Hummerhead,Itchers,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CX,3,3.0,7,1
1217,167660,WG-70345,Grunt,Witch Jelly,obsolete,Lucky Carter,Captain Quarterblad,CZ,2,0.0,11,1
1218,90744,IT-7488,Turboshark,Itchers,regular,Pete the Scab,Dr. Valentine Pilman,BY,8,2.0,7,2
1219,78773,IT-738216,Turboshark,Itchers,special,Pete the Scab,Dr. Valentine Pilman,CZ,8,2.0,7,3
1220,138674,DR-843448,Ruberoid,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,6,2.0,5,3
1221,124129,BH-492338,Hummerhead,Blue Panaceas,regular,Pharaoh the Banker,Captain Herzog,CZ,3,3.0,3,2
1222,198772,BG-82783,Grunt,Black Sprays,new,Lucky Carter,Dr. Kirill Panov,CZ,2,0.0,2,0
1223,8067,DH-6727,Hummerhead,Death Lamps,regular,Pharaoh the Banker,Dr. Sam Douglas,BX,3,3.0,5,2
1224,79773,BH-73487,Hummerhead,Batteries,obsolete,Pharaoh the Banker,Captain Quarterblad,CY,3,3.0,0,1
1225,197502,WH-721455,Hummerhead,Witch Jelly,obsolete,Pharaoh the Banker,Captain Quarterblad,CZ,3,3.0,11,1
1226,54696,BH-66544,Hummerhead,Batteries,regular,Pharaoh the Banker,Captain Quarterblad,CY,3,3.0,0,2
1227,53291,IW-2144,Warhog,Itchers,regular,Pete the Scab,Captain Herzog,CY,9,2.0,7,2
1228,48349,DB-390684,Bandit,Death Lamps,special,Pete the Scab,Dr. Valentine Pilman,CZ,0,2.0,5,3
1229,127266,IH-76053,Hummerhead,Itchers,regular,Pharaoh the Banker,Dr. Kirill Panov,AZ,3,3.0,7,2
1230,94859,IW-8957,Warhog,Itchers,special,Pete the Scab,Captain Herzog,CZ,9,2.0,7,3
1231,119760,LH-9016,Hummerhead,Lobster Eyes,regular,Pharaoh the Banker,Dr. Sam Douglas,CX,3,3.0,8,2
1232,36587,DK-57775,KAR,Death Lamps,new,Norman Four-Eyes,Dr. Kirill Panov,CZ,4,1.0,5,0
1233,61952,BH-927881,Hummerhead,Batteries,regular,Pharaoh the Banker,Dr. Sam Douglas,CY,3,3.0,0,2
1234,155907,EG-570146,Grunt,Empties,obsolete,Lucky Carter,Captain Herzog,CZ,2,0.0,6,1
1235,2755,BK-55417,KAR,Batteries,obsolete,Norman Four-Eyes,Dr. Kirill Panov,CZ,4,1.0,0,1
1236,120502,EH-0285,Hummerhead,Empties,obsolete,Pharaoh the Banker,Dr. Kirill Panov,CZ,3,3.0,6,1
