ID_client,id_branch,Channel,Client_name,Channel_id
70249,1.0,Manufacturers NH3,client-142525,5.0
186295,,Manufacturers Resins,client-206252,7.0
76389,5.0,Dealers,client-174565,2.0
146175,2.0,Dealers,client-122018,2.0
128118,12.0,Dealers,client-66748,2.0
91321,,Absent,client-168829,0.0
215352,9.0,Absent,client-31300,0.0
189040,7.0,Manufacturers NH3,client-118254,5.0
193956,,Dealers,client-17116,2.0
224211,11.0,Trading Houses,client-63093,10.0
183523,,Web Site,client-60604,11.0
149532,5.0,Dealers,client-19479,2.0
154596,12.0,Dealers,client-122148,2.0
248633,22.0,Dealers,client-87572,2.0
92232,13.0,Dealers,client-79751,2.0
112000,1.0,Trading Houses,client-187747,10.0
169563,1.0,Trading Houses,client-110064,10.0
63740,,Trading Houses,client-167880,10.0
124011,,Manufacturers Resins,client-50154,7.0
134023,,Absent,client-159975,0.0
145796,,Outlets,client-156322,9.0
193604,6.0,Absent,client-217463,0.0
186335,6.0,Absent,client-113621,0.0
144851,3.0,Manufacturers Resins,client-60531,7.0
241736,9.0,Developers,client-67691,3.0
142185,,Dealers,client-90302,2.0
153136,0.0,Absent,client-183033,0.0
205159,9.0,Absent,client-207567,0.0
193431,7.0,Outlets,client-78847,9.0
227152,11.0,Outlets,client-186810,9.0
249128,11.0,Absent,client-89949,0.0
83259,17.0,Wholesaler,client-39649,12.0
197135,7.0,Outlets,client-204721,9.0
106271,7.0,Outlets,client-74907,9.0
141086,,Absent,client-141510,0.0
240246,9.0,Dealers,client-72404,2.0
138901,0.0,Absent,client-86422,0.0
109242,0.0,Absent,client-124054,0.0
54459,4.0,Absent,client-26860,0.0
242802,5.0,Outlets,client-32346,9.0
238184,7.0,Dealers,client-69846,2.0
220010,5.0,Hardware,client-106071,4.0
116820,5.0,Hardware,client-3473,4.0
181556,12.0,Absent,client-88431,0.0
233194,6.0,Dealers,client-44376,2.0
128294,12.0,Dealers,client-71414,2.0
153085,20.0,Hardware,client-172252,4.0
99998,7.0,Dealers,client-138852,2.0
53822,12.0,Manufacturers NH3,client-68468,5.0
212647,5.0,Hardware,client-54621,4.0
237572,0.0,Dealers,client-178423,2.0
118680,,Absent,client-44097,0.0
78463,2.0,Trading Houses,client-193183,10.0
147038,0.0,Trading Houses,client-83610,10.0
145428,4.0,Dealers,client-75316,2.0
208982,12.0,Absent,client-203690,0.0
50533,2.0,Absent,client-120480,0.0
123042,3.0,DIY,client-54901,1.0
138600,12.0,Hardware,client-121147,4.0
203839,1.0,Trading Houses,client-19785,10.0
126331,17.0,Absent,client-62348,0.0
173447,,Absent,client-129690,0.0
80225,,Absent,client-33945,0.0
60252,12.0,Hardware,client-131191,4.0
50900,0.0,Absent,client-221072,0.0
119134,,Absent,client-126343,0.0
89895,,Absent,client-124488,0.0
105017,22.0,Dealers,client-121851,2.0
141190,13.0,Dealers,client-181585,2.0
143396,15.0,Outlets,client-99843,9.0
145123,9.0,Trading Houses,client-211595,10.0
75125,9.0,Dealers,client-217760,2.0
234683,12.0,Dealers,client-55761,2.0
121578,,Absent,client-117056,0.0
136187,7.0,Hardware,client-115691,4.0
249606,9.0,Dealers,client-130782,2.0
71633,0.0,Absent,client-156688,0.0
150112,0.0,Absent,client-34670,0.0
219463,,Absent,client-186452,0.0
144647,3.0,Dealers,client-53043,2.0
96989,,Absent,client-14020,0.0
108980,2.0,Dealers,client-26929,2.0
172955,17.0,Outlets,client-121443,9.0
172455,5.0,Hardware,client-91358,4.0
93872,14.0,Dealers,client-38576,2.0
181589,6.0,Trading Houses,client-75981,10.0
216227,3.0,Dealers,client-105643,2.0
222410,9.0,Web Site,client-202978,11.0
233400,1.0,Developers,client-85906,3.0
118502,,Wholesaler,client-179962,12.0
113280,3.0,Absent,client-129561,0.0
145289,2.0,Manufacturers NH3,client-4493,5.0
180042,19.0,Trading Houses,client-181475,10.0
222167,13.0,Dealers,client-112075,2.0
135480,5.0,Dealers,client-15399,2.0
144710,13.0,Manufacturers Resins,client-181478,7.0
106420,9.0,Trading Houses,client-127975,10.0
61050,2.0,Trading Houses,client-94688,10.0
89094,6.0,Outlets,client-154261,9.0
118404,3.0,Developers,client-217846,3.0
209269,6.0,Developers,client-39677,3.0
170387,9.0,Dealers,client-175004,2.0
183512,7.0,Dealers,client-37957,2.0
122129,1.0,Outlets,client-9930,9.0
226816,1.0,Trading Houses,client-68199,10.0
164384,,Absent,client-186556,0.0
195520,1.0,Trading Houses,client-113334,10.0
166729,6.0,Dealers,client-109207,2.0
248153,,Dealers,client-94129,2.0
155693,1.0,Outlets,client-25876,9.0
224732,7.0,Dealers,client-24485,2.0
75200,15.0,Developers,client-71205,3.0
132464,20.0,Hardware,client-92058,4.0
114082,15.0,Hardware,client-114279,4.0
65379,,Absent,client-194862,0.0
228888,0.0,Absent,client-83691,0.0
60967,4.0,Manufacturers Resins,client-9966,7.0
69141,9.0,Dealers,client-3381,2.0
179218,7.0,Outlets,client-130418,9.0
201754,9.0,Trading Houses,client-61951,10.0
216567,,Absent,client-180722,0.0
78935,6.0,Trading Houses,client-29898,10.0
151045,,Absent,client-143173,0.0
93636,13.0,Manufacturers NH3,client-83617,5.0
166514,,Absent,client-150532,0.0
198873,9.0,Absent,client-141801,0.0
187976,9.0,Dealers,client-306,2.0
73447,0.0,Trading Houses,client-76610,10.0
70918,2.0,Absent,client-2094,0.0
112209,,Absent,client-23366,0.0
189295,,Manufacturers Resins,client-96583,7.0
147047,4.0,Dealers,client-216656,2.0
108257,8.0,Wholesaler,client-27304,12.0
70195,4.0,Outlets,client-140337,9.0
65351,15.0,Outlets,client-80466,9.0
92546,2.0,Wholesaler,client-157760,12.0
79783,11.0,Outlets,client-161904,9.0
125655,18.0,Dealers,client-53390,2.0
108038,,Absent,client-23131,0.0
77839,2.0,Developers,client-222008,3.0
234204,0.0,Developers,client-96283,3.0
133294,3.0,Wholesaler,client-211276,12.0
58773,4.0,Dealers,client-98240,2.0
90673,12.0,Absent,client-8919,0.0
74978,2.0,Outlets,client-61159,9.0
126538,9.0,Dealers,client-2179,2.0
196762,1.0,Outlets,client-206997,9.0
218178,1.0,Absent,client-129582,0.0
145868,9.0,Wholesaler,client-29750,12.0
142506,13.0,Dealers,client-175872,2.0
153360,13.0,Outlets,client-196251,9.0
53527,5.0,Manufacturers NH3,client-32985,5.0
249347,8.0,Absent,client-25009,0.0
101933,,Absent,client-67095,0.0
110202,1.0,Trading Houses,client-57368,10.0
107998,3.0,Outlets,client-74972,9.0
184617,1.0,Dealers,client-211887,2.0
164280,,Developers,client-155915,3.0
236715,9.0,Trading Houses,client-218859,10.0
208238,13.0,Dealers,client-41449,2.0
149355,9.0,Outlets,client-83254,9.0
66073,2.0,Outlets,client-24584,9.0
105683,2.0,Manufacturers Resins,client-151595,7.0
212543,4.0,Developers,client-96350,3.0
244077,,Absent,client-125359,0.0
191067,8.0,Developers,client-211451,3.0
203406,6.0,Outlets,client-115522,9.0
146198,1.0,Trading Houses,client-31468,10.0
146934,,Manufacturers NPK,client-146541,6.0
133089,5.0,Trading Houses,client-143468,10.0
170620,1.0,Developers,client-177011,3.0
216344,2.0,Trading Houses,client-174259,10.0
167338,0.0,DIY,client-138268,1.0
102524,1.0,Hardware,client-51354,4.0
217055,18.0,Absent,client-168483,0.0
235849,2.0,Manufacturers Resins,client-123831,7.0
74702,9.0,Outlets,client-23985,9.0
248719,,Manufacturers NPK,client-76289,6.0
69552,9.0,Dealers,client-120449,2.0
158203,4.0,Outlets,client-148388,9.0
99486,2.0,Manufacturers Resins,client-216476,7.0
132707,1.0,Trading Houses,client-57447,10.0
101117,2.0,Hardware,client-181063,4.0
206198,0.0,Dealers,client-64164,2.0
148980,0.0,Absent,client-186692,0.0
148682,1.0,Developers,client-60852,3.0
175455,8.0,Absent,client-5851,0.0
148916,2.0,Developers,client-18183,3.0
214761,9.0,Dealers,client-87997,2.0
57212,21.0,Manufacturers Resins,client-15243,7.0
245691,9.0,Outlets,client-48197,9.0
58305,3.0,Dealers,client-114701,2.0
74284,12.0,Manufacturers Resins,client-72727,7.0
230157,5.0,Dealers,client-70891,2.0
247880,,Absent,client-41202,0.0
113318,9.0,Trading Houses,client-198785,10.0
144024,6.0,Dealers,client-115542,2.0
244117,,Dealers,client-43401,2.0
69162,20.0,Hardware,client-212612,4.0
107698,13.0,Dealers,client-25847,2.0
120468,,Absent,client-107854,0.0
178829,19.0,Dealers,client-39447,2.0
95359,12.0,Trading Houses,client-104261,10.0
228109,,Dealers,client-133790,2.0
55789,,Absent,client-75259,0.0
102775,9.0,Developers,client-30678,3.0
59362,2.0,Dealers,client-206877,2.0
248215,4.0,Developers,client-59058,3.0
177473,,Trading Houses,client-125378,10.0
222291,2.0,Developers,client-5313,3.0
87924,3.0,Dealers,client-31797,2.0
109857,8.0,Manufacturers NH3,client-95647,5.0
237826,,Dealers,client-196307,2.0
127126,13.0,Dealers,client-18343,2.0
207224,,Absent,client-74843,0.0
160870,,Wholesaler,client-71697,12.0
156588,7.0,Manufacturers NH3,client-33671,5.0
129916,7.0,Outlets,client-54374,9.0
199961,12.0,Wholesaler,client-121444,12.0
156002,7.0,Dealers,client-101560,2.0
55217,3.0,Absent,client-216449,0.0
158588,,Absent,client-64068,0.0
72299,,Absent,client-183353,0.0
149789,,Absent,client-110863,0.0
226356,5.0,Dealers,client-153138,2.0
67612,12.0,Dealers,client-16961,2.0
53114,9.0,Dealers,client-125622,2.0
226578,4.0,Dealers,client-201753,2.0
100954,4.0,Outlets,client-78328,9.0
127058,9.0,Web Site,client-25090,11.0
73066,12.0,Dealers,client-14395,2.0
239480,7.0,Outlets,client-42385,9.0
237887,7.0,Dealers,client-70375,2.0
54498,9.0,Dealers,client-205941,2.0
191611,7.0,Manufacturers NPK,client-205309,6.0
69531,1.0,Manufacturers NPK,client-202185,6.0
231526,9.0,Hardware,client-54338,4.0
138770,4.0,Manufacturers NH3,client-4706,5.0
204311,,Outlets,client-174478,9.0
135404,,Outlets,client-43312,9.0
60564,7.0,Dealers,client-84044,2.0
203045,4.0,Absent,client-89876,0.0
235315,,Manufacturers Resins,client-193046,7.0
149266,2.0,Manufacturers NH3,client-154378,5.0
101151,,Absent,client-201336,0.0
165855,,Absent,client-73103,0.0
56363,2.0,Developers,client-8872,3.0
188766,2.0,Manufacturers Resins,client-180751,7.0
141330,13.0,Dealers,client-45988,2.0
121159,9.0,Dealers,client-142619,2.0
173332,11.0,Developers,client-42276,3.0
88098,,Absent,client-103686,0.0
149837,0.0,Absent,client-116500,0.0
209579,1.0,Outlets,client-59187,9.0
232315,,Outlets,client-31358,9.0
91696,,Developers,client-25640,3.0
131508,4.0,Outlets,client-9910,9.0
105704,7.0,Outlets,client-112887,9.0
189205,13.0,Dealers,client-45737,2.0
63723,20.0,Dealers,client-68066,2.0
170553,1.0,Dealers,client-63987,2.0
120176,8.0,Manufacturers NPK,client-37213,6.0
179016,,Absent,client-106494,0.0
170213,1.0,Developers,client-9193,3.0
163840,0.0,Trading Houses,client-146206,10.0
195485,6.0,Dealers,client-122650,2.0
191662,12.0,Dealers,client-113010,2.0
244378,6.0,Trading Houses,client-61814,10.0
52594,12.0,Outlets,client-3318,9.0
199272,7.0,Dealers,client-45997,2.0
170623,4.0,Wholesaler,client-195201,12.0
148386,,Outlets,client-67834,9.0
86740,13.0,DIY,client-202444,1.0
168832,23.0,Dealers,client-62339,2.0
177382,9.0,Dealers,client-107806,2.0
130405,6.0,Absent,client-121902,0.0
127032,9.0,Outlets,client-160089,9.0
146396,4.0,Dealers,client-140901,2.0
242495,8.0,Developers,client-209384,3.0
69420,7.0,Dealers,client-6590,2.0
180455,4.0,Outlets,client-221348,9.0
70566,15.0,Trading Houses,client-146814,10.0
154310,,Absent,client-179812,0.0
112889,15.0,Dealers,client-178201,2.0
179261,3.0,Dealers,client-119749,2.0
189214,0.0,Dealers,client-52015,2.0
209089,,Dealers,client-181939,2.0
213721,,Hardware,client-132425,4.0
240722,2.0,Trading Houses,client-176433,10.0
153575,8.0,Manufacturers Resins,client-169821,7.0
221133,7.0,Dealers,client-91801,2.0
214912,6.0,Dealers,client-186435,2.0
135662,13.0,Hardware,client-216463,4.0
234248,9.0,Outlets,client-59835,9.0
57283,4.0,Absent,client-178425,0.0
114623,,Trading Houses,client-12049,10.0
187588,17.0,Developers,client-153493,3.0
120881,,Wholesaler,client-177909,12.0
249468,1.0,Wholesaler,client-196976,12.0
210302,5.0,Trading Houses,client-217069,10.0
94361,,Outlets,client-211029,9.0
157995,12.0,Trading Houses,client-43519,10.0
87925,1.0,Dealers,client-160161,2.0
77091,7.0,Developers,client-218343,3.0
239071,,Dealers,client-63137,2.0
232389,9.0,Trading Houses,client-14967,10.0
111043,1.0,Trading Houses,client-84369,10.0
67293,,Absent,client-206025,0.0
122170,,Absent,client-88445,0.0
73001,,Outlets,client-16506,9.0
248512,8.0,Developers,client-55912,3.0
88497,14.0,Manufacturers Resins,client-2465,7.0
50653,9.0,Dealers,client-108313,2.0
181390,2.0,Trading Houses,client-177119,10.0
245580,7.0,Manufacturers Resins,client-73233,7.0
229549,17.0,Dealers,client-22798,2.0
104831,17.0,Hardware,client-32566,4.0
247510,2.0,Dealers,client-141951,2.0
60461,3.0,Wholesaler,client-66205,12.0
127827,7.0,Dealers,client-211323,2.0
59709,6.0,Wholesaler,client-120920,12.0
70795,1.0,Dealers,client-180505,2.0
229260,2.0,Manufacturers Resins,client-91200,7.0
180398,,Dealers,client-11879,2.0
185600,4.0,Trading Houses,client-64655,10.0
139501,13.0,Outlets,client-58186,9.0
194758,5.0,Absent,client-141634,0.0
54772,1.0,Outlets,client-166849,9.0
199152,4.0,Absent,client-49342,0.0
134324,7.0,Absent,client-149997,0.0
230389,12.0,Outlets,client-38582,9.0
107860,1.0,Dealers,client-138930,2.0
75890,22.0,Dealers,client-43078,2.0
154403,0.0,Absent,client-162150,0.0
155525,,Absent,client-4515,0.0
145269,,Outlets,client-143301,9.0
119381,6.0,Outlets,client-197021,9.0
208708,7.0,Dealers,client-114984,2.0
228811,8.0,Absent,client-179324,0.0
59822,,Manufacturers NPK,client-210931,6.0
89066,8.0,Manufacturers NPK,client-121602,6.0
216884,4.0,Developers,client-160967,3.0
94661,4.0,Web Site,client-200617,11.0
132099,0.0,Absent,client-35182,0.0
203997,1.0,Dealers,client-81549,2.0
97496,,Dealers,client-6694,2.0
193349,4.0,Absent,client-41659,0.0
104658,2.0,Dealers,client-113891,2.0
246711,0.0,Absent,client-135612,0.0
98252,,Dealers,client-70212,2.0
243712,,Hardware,client-85230,4.0
168611,18.0,Developers,client-96701,3.0
244868,5.0,Developers,client-187805,3.0
200167,9.0,Dealers,client-114314,2.0
217792,5.0,Outlets,client-185953,9.0
107111,9.0,Dealers,client-81905,2.0
101141,20.0,Web Site,client-135678,11.0
124471,,Dealers,client-188927,2.0
140741,6.0,Absent,client-120452,0.0
225192,2.0,Dealers,client-46934,2.0
179233,,Dealers,client-104618,2.0
154306,4.0,Dealers,client-49954,2.0
51547,9.0,Wholesaler,client-1718,12.0
207970,,Absent,client-165219,0.0
163018,1.0,Manufacturers NH3,client-113995,5.0
60794,7.0,Dealers,client-196334,2.0
112424,2.0,Trading Houses,client-213629,10.0
135143,18.0,Manufacturers Resins,client-55890,7.0
57670,13.0,Hardware,client-82094,4.0
204731,2.0,Manufacturers NH3,client-87545,5.0
150655,0.0,Wholesaler,client-197247,12.0
217416,,Absent,client-61556,0.0
200081,0.0,Absent,client-99364,0.0
142522,11.0,Absent,client-88838,0.0
133001,12.0,Dealers,client-137477,2.0
207282,12.0,Developers,client-99253,3.0
99065,20.0,Hardware,client-12891,4.0
97452,,Outlets,client-155916,9.0
86822,0.0,Absent,client-44045,0.0
247945,1.0,Trading Houses,client-59547,10.0
128798,5.0,Trading Houses,client-196385,10.0
164547,5.0,Hardware,client-109920,4.0
207142,0.0,Absent,client-220208,0.0
173788,,Absent,client-114003,0.0
100834,2.0,Manufacturers NH3,client-77370,5.0
245794,1.0,Outlets,client-104107,9.0
248143,,Outlets,client-24238,9.0
242128,2.0,Dealers,client-90568,2.0
140367,2.0,Trading Houses,client-70297,10.0
199373,22.0,Dealers,client-87232,2.0
140224,13.0,Manufacturers Resins,client-42407,7.0
217113,,Absent,client-130245,0.0
145017,22.0,Dealers,client-177132,2.0
194788,4.0,Dealers,client-165987,2.0
135925,1.0,Dealers,client-30794,2.0
201725,20.0,Developers,client-41566,3.0
104967,,Dealers,client-7333,2.0
202108,18.0,Dealers,client-166587,2.0
94408,17.0,Manufacturers Resins,client-74652,7.0
135546,6.0,Dealers,client-28742,2.0
109446,7.0,Outlets,client-102388,9.0
122687,2.0,Dealers,client-183937,2.0
195756,17.0,Absent,client-213164,0.0
57368,22.0,Manufacturers Resins,client-157283,7.0
83399,13.0,Manufacturers Resins,client-136211,7.0
70871,1.0,Dealers,client-135733,2.0
158827,,Absent,client-78565,0.0
229257,,Absent,client-131700,0.0
108648,,Dealers,client-186631,2.0
157585,,Absent,client-204217,0.0
178222,0.0,Outlets,client-38450,9.0
183385,12.0,Developers,client-23634,3.0
76777,1.0,Outlets,client-54292,9.0
104904,4.0,Manufacturers Resins,client-96390,7.0
171049,8.0,Manufacturers Resins,client-219877,7.0
244025,,Dealers,client-25680,2.0
186321,9.0,Dealers,client-123860,2.0
90404,3.0,Manufacturers NPK,client-146725,6.0
159001,7.0,Developers,client-127449,3.0
233311,6.0,Trading Houses,client-216490,10.0
220983,20.0,Dealers,client-125145,2.0
77411,,Absent,client-143846,0.0
141320,2.0,Hardware,client-127215,4.0
108745,,Dealers,client-195600,2.0
50015,0.0,Absent,client-57849,0.0
237169,,Absent,client-34449,0.0
151087,5.0,Developers,client-150341,3.0
164233,6.0,Dealers,client-63257,2.0
69311,,Developers,client-72480,3.0
210200,9.0,Dealers,client-127903,2.0
53377,9.0,Hardware,client-182927,4.0
197842,23.0,Dealers,client-206061,2.0
178827,5.0,Hardware,client-7195,4.0
167870,,Absent,client-123379,0.0
104648,15.0,Manufacturers Resins,client-162529,7.0
82407,5.0,Outlets,client-199473,9.0
121682,6.0,Trading Houses,client-219560,10.0
102136,1.0,Dealers,client-127412,2.0
154565,,Manufacturers Resins,client-121476,7.0
55290,6.0,Dealers,client-200704,2.0
188357,2.0,Manufacturers Resins,client-216149,7.0
123453,6.0,Outlets,client-205509,9.0
131697,7.0,Dealers,client-23928,2.0
133085,18.0,Hardware,client-135776,4.0
203916,1.0,Dealers,client-37117,2.0
131647,1.0,Dealers,client-149967,2.0
103994,0.0,Absent,client-179388,0.0
231255,20.0,Developers,client-15962,3.0
128768,7.0,Dealers,client-52553,2.0
57736,8.0,Manufacturers NPK,client-198713,6.0
118991,12.0,Trading Houses,client-26203,10.0
83076,4.0,Outlets,client-84083,9.0
51220,12.0,Hardware,client-198125,4.0
183935,,Dealers,client-44834,2.0
194375,,Absent,client-45557,0.0
207631,6.0,Developers,client-155292,3.0
142441,,Manufacturers Resins,client-167135,7.0
105437,3.0,Outlets,client-196472,9.0
86351,2.0,Absent,client-196621,0.0
247774,2.0,Trading Houses,client-116662,10.0
129462,8.0,Developers,client-218028,3.0
124434,0.0,Absent,client-218657,0.0
166216,8.0,Manufacturers NPK,client-14618,6.0
200466,4.0,Dealers,client-45742,2.0
174067,4.0,Developers,client-163390,3.0
215679,11.0,Absent,client-124757,0.0
175740,8.0,Absent,client-68460,0.0
150306,22.0,Dealers,client-187054,2.0
195329,9.0,Dealers,client-134987,2.0
158717,7.0,Outlets,client-204742,9.0
90426,3.0,Trading Houses,client-9303,10.0
127887,2.0,Dealers,client-151312,2.0
101551,,Developers,client-133949,3.0
188850,0.0,Developers,client-43150,3.0
84828,1.0,Trading Houses,client-13799,10.0
124498,12.0,Manufacturers Resins,client-190566,7.0
184006,8.0,Developers,client-52729,3.0
200779,23.0,Dealers,client-169104,2.0
192487,,Absent,client-129428,0.0
212027,20.0,Dealers,client-4242,2.0
122505,7.0,Web Site,client-33974,11.0
247324,4.0,Absent,client-99199,0.0
165041,12.0,Trading Houses,client-32586,10.0
97107,1.0,Dealers,client-4748,2.0
205775,4.0,Developers,client-31984,3.0
228216,7.0,Manufacturers NH3,client-105685,5.0
203527,19.0,Dealers,client-84648,2.0
100754,,Absent,client-116357,0.0
172854,,Absent,client-35264,0.0
194072,2.0,Dealers,client-18651,2.0
182883,,Dealers,client-90824,2.0
87019,0.0,Absent,client-186352,0.0
64649,7.0,Developers,client-163011,3.0
228906,4.0,Developers,client-56948,3.0
113880,9.0,Dealers,client-62400,2.0
134613,23.0,Manufacturers Resins,client-38171,7.0
103150,4.0,Absent,client-146700,0.0
179011,12.0,Trading Houses,client-114054,10.0
188902,2.0,Dealers,client-18714,2.0
121876,,Hardware,client-3647,4.0
150645,,Dealers,client-29458,2.0
242231,2.0,Dealers,client-209304,2.0
236082,9.0,Dealers,client-82185,2.0
216854,6.0,Outlets,client-156190,9.0
211277,8.0,Manufacturers Resins,client-217444,7.0
109740,4.0,Absent,client-68507,0.0
118747,3.0,Outlets,client-203422,9.0
239879,,Dealers,client-83665,2.0
136034,15.0,Dealers,client-181588,2.0
83266,,Dealers,client-129750,2.0
94277,,Dealers,client-12450,2.0
138195,19.0,Dealers,client-121571,2.0
69011,8.0,Manufacturers Resins,client-198616,7.0
154708,8.0,Developers,client-208197,3.0
226802,,Absent,client-213799,0.0
137397,7.0,Trading Houses,client-56295,10.0
67123,4.0,Outlets,client-138841,9.0
166062,3.0,Hardware,client-199422,4.0
190230,0.0,Outlets,client-188334,9.0
188274,0.0,Absent,client-49248,0.0
68522,7.0,Dealers,client-196695,2.0
87624,9.0,Dealers,client-192856,2.0
190753,5.0,Absent,client-138381,0.0
50339,2.0,Outlets,client-96605,9.0
160890,4.0,Manufacturers Resins,client-155347,7.0
197552,20.0,Manufacturers Resins,client-108932,7.0
151435,1.0,Dealers,client-17329,2.0
222326,13.0,Outlets,client-63602,9.0
62984,9.0,Dealers,client-220628,2.0
184763,12.0,Hardware,client-107637,4.0
127258,12.0,Developers,client-69251,3.0
213495,1.0,Developers,client-166215,3.0
101399,3.0,Manufacturers Resins,client-168869,7.0
139646,1.0,Absent,client-192065,0.0
209629,,Developers,client-166293,3.0
173570,6.0,Manufacturers NH3,client-45136,5.0
54646,8.0,Developers,client-139849,3.0
79700,9.0,Outlets,client-217985,9.0
124252,22.0,Outlets,client-204561,9.0
162884,3.0,Dealers,client-174898,2.0
80338,2.0,Absent,client-71124,0.0
161799,,Absent,client-105238,0.0
143306,6.0,Dealers,client-35987,2.0
180089,3.0,Developers,client-143978,3.0
174653,3.0,Manufacturers NPK,client-109820,6.0
52357,6.0,Dealers,client-114490,2.0
147351,5.0,Outlets,client-59332,9.0
246113,7.0,Dealers,client-191844,2.0
75253,20.0,Absent,client-81971,0.0
201826,12.0,Hardware,client-48796,4.0
163816,4.0,Outlets,client-205220,9.0
98757,,Absent,client-9808,0.0
154426,6.0,Dealers,client-33932,2.0
175587,,Absent,client-101679,0.0
201821,,Dealers,client-199291,2.0
174007,13.0,Dealers,client-171119,2.0
164725,6.0,Dealers,client-96187,2.0
248681,,Outlets,client-787,9.0
108585,,Absent,client-42082,0.0
168487,18.0,Dealers,client-72051,2.0
105707,4.0,Developers,client-22815,3.0
243170,20.0,Dealers,client-17752,2.0
65508,7.0,Trading Houses,client-143041,10.0
227224,12.0,Dealers,client-19013,2.0
224634,1.0,Dealers,client-210491,2.0
109361,5.0,Absent,client-215855,0.0
135081,0.0,Wholesaler,client-71089,12.0
104073,0.0,Absent,client-152308,0.0
99741,4.0,Dealers,client-3808,2.0
99115,,Dealers,client-74835,2.0
168961,,Absent,client-174172,0.0
156630,12.0,Manufacturers Resins,client-43502,7.0
196161,,Dealers,client-85755,2.0
187978,18.0,Outlets,client-153349,9.0
188662,13.0,Dealers,client-190196,2.0
187583,9.0,Dealers,client-153664,2.0
84134,8.0,Manufacturers Resins,client-201234,7.0
93551,7.0,Absent,client-168651,0.0
137953,1.0,Developers,client-146884,3.0
58049,7.0,Wholesaler,client-98200,12.0
212017,,Absent,client-168271,0.0
241051,,Absent,client-199266,0.0
86761,0.0,Absent,client-56,0.0
135945,,Dealers,client-171361,2.0
238715,2.0,Dealers,client-136938,2.0
147973,15.0,DIY,client-176360,1.0
81492,13.0,Dealers,client-54320,2.0
150107,18.0,Absent,client-141819,0.0
184986,4.0,Dealers,client-22802,2.0
81662,7.0,Manufacturers Resins,client-190847,7.0
123443,13.0,Dealers,client-131915,2.0
126856,9.0,Outlets,client-8937,9.0
179291,1.0,Developers,client-50647,3.0
93094,2.0,Manufacturers NH3,client-133214,5.0
188880,6.0,Trading Houses,client-9975,10.0
108943,0.0,Developers,client-205551,3.0
179801,3.0,Dealers,client-83998,2.0
173841,5.0,Hardware,client-161604,4.0
172487,,Absent,client-54262,0.0
55548,0.0,Absent,client-141834,0.0
101446,8.0,Manufacturers Resins,client-202847,7.0
240520,8.0,Developers,client-68037,3.0
191049,11.0,Outlets,client-22127,9.0
205399,17.0,Manufacturers Resins,client-152893,7.0
53227,4.0,Trading Houses,client-220361,10.0
65325,0.0,Absent,client-219694,0.0
159350,8.0,Developers,client-52576,3.0
58776,3.0,Developers,client-213732,3.0
57672,13.0,Outlets,client-136430,9.0
101183,8.0,Developers,client-99994,3.0
184412,3.0,Dealers,client-42089,2.0
182633,5.0,Dealers,client-103767,2.0
144604,,Absent,client-32786,0.0
130520,9.0,Trading Houses,client-88347,10.0
133243,4.0,Dealers,client-90725,2.0
139649,3.0,Dealers,client-128362,2.0
61917,6.0,Wholesaler,client-172017,12.0
117149,0.0,Absent,client-187928,0.0
148403,14.0,Manufacturers Resins,client-30756,7.0
138489,7.0,Hardware,client-31050,4.0
64876,9.0,Web Site,client-64721,11.0
174254,17.0,Outlets,client-7700,9.0
115921,0.0,Trading Houses,client-107369,10.0
126719,,Trading Houses,client-31898,10.0
235743,8.0,Developers,client-134458,3.0
156935,2.0,Dealers,client-172195,2.0
59209,0.0,Wholesaler,client-211113,12.0
99681,0.0,Absent,client-31086,0.0
82458,19.0,Dealers,client-23277,2.0
106130,1.0,Dealers,client-88575,2.0
140794,3.0,Dealers,client-53792,2.0
204047,0.0,Absent,client-153564,0.0
161025,12.0,Wholesaler,client-133090,12.0
120378,0.0,Absent,client-195525,0.0
188082,1.0,Dealers,client-48925,2.0
130865,2.0,Developers,client-140510,3.0
191538,7.0,Hardware,client-51917,4.0
227619,8.0,Manufacturers NPK,client-110663,6.0
100254,11.0,Wholesaler,client-105680,12.0
123528,0.0,Absent,client-33362,0.0
124240,7.0,Manufacturers Resins,client-78197,7.0
107728,6.0,Developers,client-5685,3.0
114298,13.0,Outlets,client-76356,9.0
97732,,Manufacturers Resins,client-20117,7.0
231610,13.0,Dealers,client-95133,2.0
119858,0.0,Absent,client-158756,0.0
115093,6.0,Web Site,client-94526,11.0
83262,13.0,Trading Houses,client-35044,10.0
170585,2.0,Absent,client-174740,0.0
193932,,Outlets,client-4996,9.0
126815,1.0,Dealers,client-79662,2.0
142415,,Wholesaler,client-26179,12.0
85781,6.0,Trading Houses,client-109594,10.0
74186,3.0,DIY,client-6256,1.0
202006,7.0,Manufacturers NH3,client-138021,5.0
188951,3.0,Absent,client-39078,0.0
62864,2.0,Developers,client-189514,3.0
124777,12.0,Trading Houses,client-93453,10.0
175397,2.0,Outlets,client-204451,9.0
203628,2.0,Manufacturers Resins,client-222061,7.0
228650,13.0,Trading Houses,client-103029,10.0
202515,2.0,Manufacturers Resins,client-202283,7.0
150037,3.0,Manufacturers Resins,client-97869,7.0
91105,,Absent,client-139519,0.0
231219,2.0,DIY,client-206162,1.0
53215,18.0,Outlets,client-145704,9.0
63031,22.0,Outlets,client-74761,9.0
